INBR,Name,Name kurz,DS100,Kategorie
8012220,Lichtenberg (Erzgeb),Lichtenberg (Erzgeb),DLIG,7
8000228,Lichtenfels,Lichtenfels,NLF,3
8012221,Rostock Lichtenhagen,Rostock Lichtenhagen,WLH,4
8089070,Berlin-Lichtenrade,Berlin-Lichtenrade,BLRD,5
8012223,Lichtenstein (Sachs),Lichtenstein (Sachs),DLTS,6
8012224,Lichtentanne (Sachs),Lichtentanne (Sachs),DLI,6
8012225,Lichtentanne (Thür),Lichtentanne (Thür),ULIT,7
8003676,Lichtenthal,Lichtenthal,NLH,7
8012226,Liebenthal (Prign),Liebenthal (Prign),WLBT,7
8012228,Leipzig-Liebertwolkwitz,Leipzig-Liebertwolkwitz,LLWZ,6
8003681,Lieblos,Lieblos,FLIE,6
8010210,Lietzow (Rügen),Lietzow (Rügen),WLI,6
8003684,"Limbach (b Homburg,Saar)","Limbach (b Homburg,Saar)",SLB,6
8012231,Limbach (Vogtl),Limbach (Vogtl),DLIM,6
8000229,Limburg (Lahn),Limburg (Lahn),FL,3
8003687,Limburgerhof,Limburgerhof,RLI,4
8012232,Limmritz (Sachs),Limmritz (Sachs),DLM,6
8003680,Limburg Süd,Limburg Süd,FLIS,4
8012233,Linda (Elster),Linda (Elster),LLI,7
8003690,Lindach,Lindach,RLID,6
8000230,Lindau-Insel,Lindau-Insel,MLI,3
8003692,Lindau-Aeschach,Lindau-Aeschach,MLIA,6
8003693,Lindau-Reutin,Lindau-Reutin,MLIR,3
8012236,Leipzig-Lindenau,Leipzig-Lindenau,LLIN,6
8012237,Lindenberg (Mark),Lindenberg (Mark),BLNG,7
8003696,Lindenholzhausen,Lindenholzhausen,FLHH,6
8003697,Lindern,Lindern,KLD,4
8003698,Altenstadt-Lindheim,Altenstadt-Lindheim,FLIN,6
8003699,Lindhorst (Schaumb-Lippe),Lindhorst (Schaumb-Lippe),HLH,6
8003700,Lindwedel,Lindwedel,HLWL,6
8003701,Lingen (Ems),Lingen (Ems),HLIG,4
8003702,Lingenfeld,Lingenfeld,RLF,6
8003705,Linsburg,Linsburg,HLBU,6
8003708,Linz (Rhein),Linz (Rhein),KLI,4
8000571,Lippstadt,Lippstadt,ELPP,4
8003711,Rotenburg an der Fulda-Lispenhausen,Rotenburg an der Fulda-Lispenhausen,FLIH,6
8003713,Lissendorf,Lissendorf,KLIS,6
8003715,Listerscheid,Listerscheid,ELIS,6
8003716,Kreuztal-Littfeld,Kreuztal-Littfeld,ELTF,6
8010212,Löbau (Sachs),Löbau (Sachs),DL,4
8013452,Bad Lobenstein,Bad Lobenstein,ULB,6
8012241,Lobstädt,Lobstädt,LLO,6
8003721,Löcherberg,Löcherberg,RLOE,7
8003720,Lochham,Lochham,MLCH,4
8010213,Löcknitz,Löcknitz,WLK,7
8003722,Lödingsen,Lödingsen,HLOD,7
8003723,Löf,Löf,SLF,6
8003724,Löffingen,Löffingen,RLGN,6
8003734,Lohgarten-Roth,Lohgarten-Roth,NLOR,7
8003735,Lohhof,Lohhof,MLH,5
8012249,Lohmen,Lohmen,DLO,6
8003726,Löhnberg,Löhnberg,FLOE,6
8003738,Lohne (Oldb),Lohne (Oldb),HLON,6
8000233,Löhne (Westf),Löhne,HL,4
8003739,Lohnweiler,Lohnweiler,SLOH,6
8003740,Lohr Bahnhof,Lohr Bahnhof,NLO,5
8012250,Lohsa,Lohsa,BLOH,7
8012252,Loitsch-Hohenleuben,Loitsch-Hohenleuben,ULHO,6
8000234,Lollar,Lollar,FLOL,5
8003748,Lonsee,Lonsee,TLON,6
8003749,Loppenhausen,Loppenhausen,MLOH,7
8003751,Lorch (Rhein),Lorch (Rhein),FLOR,6
8003752,Lorch (Württ),Lorch (Württ),TLO,5
8003753,Lorchhausen,Lorchhausen,FLON,6
8003729,Lörrach Hbf,Lörrach Hbf,RLR,4
8003730,Lörrach-Stetten,Lörrach-Stetten,RLST,6
8003754,Lorsbach,Lorsbach,FLB,4
8003755,Lorsch,Lorsch,FLO,6
8003731,Lörzenbach-Fahrenbach,Lörzenbach-Fahrenbach,RLFB,7
8003758,Loßburg-Rodt,Loßburg-Rodt,RLOS,7
8003732,Lövenich,Lövenich,KLO,5
8010214,Löwenberg (Mark),Löwenberg (Mark),WLO,6
8003733,Löwental,Löwental,TLOE,6
8003760,Loxstedt,Loxstedt,HLOX,6
8003772,Lübbecke (Westf),Lübbecke (Westf),HLBB,6
8010217,Lübben (Spreewald),Lübben (Spreewald),BLB,4
8010220,Lübbenau (Spreewald),Lübbenau (Spreewald),BLN,4
8003773,Lübberstedt,Lübberstedt,HLBR,6
8000237,Lübeck Hbf,Lübeck Hbf,AL,2
8003781,Lübeck Flughafen,Lübeck Flughafen,ALB,6
8003776,Lübeck-Kücknitz,Lübeck-Kücknitz,ALKN,6
8003777,Lübeck-Travemünde Hafen,Lübeck-Travemünde Hafen,ALTH,6
8006704,Lübeck-Travemünde Skandinavienkai,Lübeck-Travemünde Skandinavienkai,ALTK,6
8003778,Lübeck-Travemünde Strand,Lübeck-Travemünde Strand,ALTS,6
8012262,Lüblow (Meckl),Lüblow (Meckl),WLOW,6
8012257,Lubolz,Lubolz,BLU,6
8012263,Lübs (b Magdeburg),Lübs (b Magdeburg),LLBS,6
8012264,Lübstorf,Lübstorf,WLST,6
8003780,Höxter-Lüchtringen,Höxter-Lüchtringen,HLN,6
8012259,Luckenau,Luckenau,LLUC,6
8012260,Luckenwalde,Luckenwalde,BLD,5
8003782,Lüdenscheid,Lüdenscheid,ELS,6
8012268,Lüdersdorf (Meckl),Lüdersdorf (Meckl),WLF,7
8003762,Ludersheim,Ludersheim,NLHM,6
8003783,Lüdinghausen,Lüdinghausen,ELDH,6
8000235,Ludwigsburg,Ludwigsburg,TLU,3
8003763,Ludwigschorgast,Ludwigschorgast,NLS,6
8010215,Ludwigsfelde,Ludwigsfelde,BLF,4
8003764,Ludwigshafen (Bodensee),Ludwigshafen (Bodensee),RLU,6
8000236,Ludwigshafen (Rhein) Hbf,Ludwigshafen (Rhein) Hbf,RL,2
8003765,Ludwigshafen-Mundenheim,Ludwigshafen-Mundenheim,RLUM,5
8003766,Ludwigshafen-Oggersheim,Ludwigshafen-Oggersheim,RLO,4
8003767,Ludwigshafen-Rheingönheim,Ludwigshafen-Rheingönheim,RLUR,5
8003768,Ludwigshöhe,Ludwigshöhe,NLUD,6
8010216,Ludwigslust,Ludwigslust,WL,4
8003770,Ludwigsstadt,Ludwigsstadt,NLUS,6
8003771,Ludwigsthal,Ludwigsthal,NLT,7
8003784,Lügde,Lügde,HLUE,6
8003794,Luhe,Luhe,NLU,6
8003795,Luhe-Wildenau,Luhe-Wildenau,NLW,6
8003796,Luisenthal (Saar),Luisenthal (Saar),SLU,6
8003798,Lunden,Lunden,ALU,5
8000238,Lüneburg,Lüneburg,ALBG,2
8000239,Lünen Hbf,Lünen Hbf,ELUE,4
8003788,Lünern,Lünern,ELRN,6
8003799,Lunestedt,Lunestedt,HLUN,6
8012269,Lüssow (Meckl),Lüssow (Meckl),WLW,6
8012279,Lutherstadt Eisleben,Lutherstadt Eisleben,LEL,5
8010222,Lutherstadt Wittenberg Hbf,Lutherstadt Wittenberg Hbf,LW,3
8012280,Lutherstadt Wittenberg Altstadt,Lutherstadt Wittenberg Altstadt,LWET,6
8012282,Lutherstadt Wittenberg-Piesteritz,Lutherstadt Wittenberg-Piesteritz,LWP,6
8012271,Rostock Lütten Klein,Rostock Lütten Klein,WLKL,5
8003790,Lütter,Lütter,FLUE,6
8003804,Lutum,Lutum,ELUT,6
8003791,Lützel,Lützel,ELUZ,7
8003792,Weinheim-Lützelsachsen,Weinheim-Lützelsachsen,RLUE,6
8012274,Lützow,Lützow,WLTW,7
8012285,Leipzig-Lützschena,Leipzig-Lützschena,LLA,6
8012284,Machern (Sachs),Machern (Sachs),LMAC,6
8010224,Magdeburg Hbf,Magdeburg Hbf,LM,2
8012287,Magdeburg Südost,Magdeburg Südost,LMSO,5
8013485,Magdeburg SKET Industriepark,Magdeburg SKET Industriepark,LMTW,5
8013456,Magdeburg-Buckau,Magdeburg-Buckau,LMB,4
8012289,Magdeburg-Eichenweiler,Magdeburg-Eichenweiler,LMGE,5
8080660,Magdeburg-Hasselbachplatz,Magdeburg-Hasselbachplatz,LMGH,6
8010226,Magdeburg-Neustadt,Magdeburg-Neustadt,LMN,4
8010086,Magdeburg-Rothensee,Magdeburg-Rothensee,LMR,6
8012291,Magdeburg-Salbke,Magdeburg-Salbke,LMSA,5
8012292,Magdeburg-Sudenburg,Magdeburg-Sudenburg,LMS,6
8080970,Mahlow,Mahlow,BMAH,5
8012295,Mahlwinkel,Mahlwinkel,LMW,6
8003809,Maikammer-Kirrweiler,Maikammer-Kirrweiler,RMKI,6
8003810,Mainaschaff,Mainaschaff,FMAS,6
8003813,Mainleus,Mainleus,NML,6
8003814,Mainroth,Mainroth,NMRH,6
8000240,Mainz Hbf,Mainz Hbf,FMZ,2
8003815,Mainz Nord,Mainz Nord,FMN,5
8003816,Mainz Römisches Theater,Mainz Römisches Theater,FMS,3
8000241,Mainz-Bischofsheim,Mainz-Bischofsheim,FMB,4
8003817,Mainz-Gonsenheim,Mainz-Gonsenheim,FMGO,6
8003818,Mainz-Gustavsburg,Mainz-Gustavsburg,FMG,4
8000615,Mainz-Kastel,Mainz-Kastel,FMK,4
8003819,Mainz-Laubenheim,Mainz-Laubenheim,FML,5
8003820,Mainz-Marienborn,Mainz-Marienborn,FMMB,6
8003821,Mainz-Mombach,Mainz-Mombach,FMM,5
8003824,Maisach,Maisach,MMA,4
8010227,Malchin,Malchin,WMA,7
8003828,Malching (Oberbay),Malching (Oberbay),MMAG,6
8003829,Bad Malente-Gremsmühlen,Bad Malente-Gremsmühlen,AMAG,5
8003830,Mallersdorf,Mallersdorf,MMD,7
8003831,Malmsheim,Malmsheim,TMAL,5
8003832,Malsch,Malsch,RMS,6
8000243,Malsfeld,Malsfeld,FMFH,6
8003839,Manndorf,Manndorf,NMDF,7
8000244,Mannheim Hbf,Mannheim Hbf,RM,2
8000631,Neu-Edingen/Friedrichsfeld,Neu-Edingen/Friedrichsfeld,RMF,3
8003842,Mannheim-Friedrichsfeld Süd,Mannheim-Friedrichsfeld Süd,RMFS,4
8006508,Mannheim Handelshafen/Jungbusch,Mannheim Handelshafen/Jungbusch,RMHH,6
8003843,Mannheim-Käfertal,Mannheim-Käfertal,RMKL,6
8006509,Mannheim-Luzenberg,Mannheim-Luzenberg,RMLB,5
8003844,Mannheim-Neckarau,Mannheim-Neckarau,RMN,4
8006511,Mannheim-Neckarstadt,Mannheim-Neckarstadt,RMNS,6
8003845,Mannheim-Rheinau,Mannheim-Rheinau,RMA,5
8003847,Mannheim-Seckenheim,Mannheim-Seckenheim,RMSE,4
8003848,Mannheim-Waldhof,Mannheim-Waldhof,RMW,4
8012300,Mansfeld (Südharz),Mansfeld (Südharz),LMAS,7
8003853,Marbach (Neckar),Marbach (Neckar),TMB,4
8003855,Marbeck-Heiden,Marbeck-Heiden,EMHD,6
8000337,Marburg (Lahn),Marburg (Lahn),FMBG,3
8003856,Marburg Süd,Marburg Süd,FMBS,5
8003859,Maria Rain,Maria Rain,MMRN,7
8003860,Reken-Maria Veen,Reken-Maria Veen,EMV,6
8012302,Marienborn,Marienborn,LMBN,6
8003866,Marienhafe,Marienhafe,HMAR,6
8003871,Markdorf (Baden),Markdorf (Baden),RMAD,5
8012305,Marke,Marke,LMAR,6
8003872,Markelfingen,Markelfingen,RMAR,6
8012308,Markkleeberg,Markkleeberg,LMA,5
8012309,Markkleeberg Mitte,Markkleeberg Mitte,LMAM,6
8010228,Markkleeberg-Großstädteln,Markkleeberg-Großstädteln,LMAG,6
8012311,Markranstädt,Markranstädt,LMKS,6
8012312,Marksuhl,Marksuhl,UML,6
8003876,Markt Bibart,Markt Bibart,NMB,6
8003878,Markt Erlbach,Markt Erlbach,NMER,6
8003879,Markt Schwaben,Markt Schwaben,MSB,3
8003881,Marktbreit,Marktbreit,NMT,6
8003884,Marktleuthen,Marktleuthen,NMH,6
8003885,Marktoberdorf,Marktoberdorf,MMO,6
8003877,Marktoberdorf Schule,Marktoberdorf Schule,MMOS,7
8000247,Marktredwitz,Marktredwitz,NMR,3
8003887,Marktschorgast,Marktschorgast,NMSG,6
8003888,Marl Mitte,Marl Mitte,EMAM,6
8003890,Marl-Hamm,Marl-Hamm,EMHM,6
8003891,Marl-Sinsen,Marl-Sinsen,EMSI,5
8012314,Marlishausen,Marlishausen,UMAH,7
8012315,Marquardt,Marquardt,BMQU,5
8003896,Marsberg,Marsberg,EMAR,6
8003897,Marstetten-Aitrach,Marstetten-Aitrach,TMAR,6
8012316,Martensdorf,Martensdorf,WMTF,6
8003898,Martinlamitz,Martinlamitz,NMLZ,7
8012317,Martinroda,Martinroda,UMT,7
8003899,Martinstein,Martinstein,SMSO,6
8003901,Martinszell (Allgäu),Martinszell (Allgäu),MMSZ,6
8003903,Marxgrün,Marxgrün,NMX,7
8003905,Marzling,Marzling,MMZG,6
8003906,Maschen,Maschen,AMA,5
8003909,Massen,Massen,EMAN,6
8003913,Maubach,Maubach,TMAU,5
8003915,Mauer (b Heidelberg),Mauer (b Heidelberg),RMAU,6
8087080,Maulbronn West,Maulbronn West,TMW,7
8003920,Maulburg,Maulburg,RMLG,6
8003921,Mausheim,Mausheim,NMSM,6
8003922,Maxhütte-Haidhof,Maxhütte-Haidhof,NMXH,5
8000248,Mayen Ost,Mayen Ost,KMYO,6
8003924,Mayen West,Mayen West,KMYW,6
8003926,Mayschoß,Mayschoß,KMAY,6
8003927,Mechernich,Mechernich,KMCH,5
8012320,Mechterstädt,Mechterstädt,UME,6
8003929,Meckelfeld,Meckelfeld,AMD,5
8003930,Meckenbeuren,Meckenbeuren,TMK,4
8003931,Meckenheim,Meckenheim,KMCK,6
8003932,Meckesheim,Meckesheim,RMK,4
8012321,Dorf Mecklenburg,Dorf Mecklenburg,WMK,6
8012322,Medewitz (Mark),Medewitz (Mark),BMZ,6
8003938,Meeder,Meeder,NMEE,7
8012323,Meerane,Meerane,DMA,6
8004694,Meerbusch-Osterath,Meerbusch-Osterath,KMBO,5
8003939,Lennestadt-Meggen,Lennestadt-Meggen,EMEG,6
8010229,Mehltheuer,Mehltheuer,DMEH,6
8003943,Mehrhoog,Mehrhoog,EMHO,6
8089022,Berlin Mehrower Allee,Berlin Mehrower Allee,BMEA,5
8003947,Meine,Meine,HMEI,7
8003949,Meinersen,Meinersen,HMRS,6
8003950,Meinerzhagen,Meinerzhagen,EMZH,6
8010230,Meiningen,Meiningen,UM,4
8010231,Meinsdorf,Meinsdorf,LMEI,6
8012326,Meißen,Meißen,DME,5
8012327,Meißen Triebischtal,Meißen Triebischtal,DMT,6
8003952,Meitingen,Meitingen,MMEI,5
8012328,Meitzendorf,Meitzendorf,LME,6
8003953,Melbach,Melbach,FMLB,6
8012329,Melchow,Melchow,WMCH,6
8003954,Meldorf,Meldorf,AMF,6
8003956,Melle,Melle,HMEL,4
8003957,Mellendorf,Mellendorf,HMDF,5
8012332,Mellingen (Thür),Mellingen (Thür),UMEN,6
8003959,Mellrichstadt Bahnhof,Mellrichstadt Bahnhof,NME,6
8003961,Melsungen,Melsungen,FMLS,6
8000249,Memmingen,Memmingen,MM,3
8003966,Menden (Rheinl),Menden (Rheinl),KMD,5
8003967,Menden (Sauerland),Menden (Sauerland),EMED,6
8003965,Menden (Sauerland) Süd,Menden (Sauerland) Süd,EMEU,7
8003969,Mengen,Mengen,TMG,5
8012333,Mengersgereuth-Hämmern,Mengersgereuth-Hämmern,UMGH,7
8012334,Mengersgereuth-Hämmern Ost,Mengersgereuth-Hämmern Ost,UMHO,7
8003978,Meppen,Meppen,HMEP,4
8003979,Merching,Merching,MMEG,7
8003980,Merchweiler,Merchweiler,SMER,6
8003982,Mering,Mering,MMR,3
8003986,Mersch (Westf),Mersch (Westf),EMES,6
8010232,Merseburg Hbf,Merseburg Hbf,LMG,4
8012339,Merseburg Bergmannsring,Merseburg Bergmannsring,LMGB,6
8003987,Merten (Sieg),Merten (Sieg),KMES,6
8003988,Mertesheim,Mertesheim,RME,7
8003989,Mertingen Bahnhof,Mertingen Bahnhof,MMTG,5
8012341,Cottbus-Merzdorf,Cottbus-Merzdorf,BMZD,6
8003992,Merzig (Saar),Merzig (Saar),SMZG,3
8003993,Meschede,Meschede,EMSD,4
8003996,Messel,Messel,FMES,6
8003998,Messinghausen,Messinghausen,EMSN,6
8004000,Rheine-Mesum,Rheine-Mesum,HMSU,6
8004001,Metelen Land,Metelen Land,EMTE,6
8004003,Mettenheim,Mettenheim,FMET,6
8004004,Mettlach,Mettlach,SMT,6
8004009,Metzingen (Württ),Metzingen (Württ),TME,4
8089023,Berlin Mexikoplatz,Berlin Mexikoplatz,BMEX,4
8004011,Michelau (Oberfr),Michelau (Oberfr),NMI,6
8004013,Michelaubrück,Michelaubrück,NMIK,7
8004017,Michelstadt,Michelstadt,FMI,6
8010233,Michendorf,Michendorf,BMIP,4
8004019,Miesbach,Miesbach,MMIB,6
8004020,Miesenheim,Miesenheim,KMIE,6
8012351,Mieste,Mieste,LMST,6
8012352,Miesterhorst,Miesterhorst,LMT,7
8004023,Millingen,Millingen,KMIL,6
8004024,Millingen (Kr Rees),Millingen (Kr Rees),EMIL,6
8004026,Miltach,Miltach,NMLT,7
8012354,Miltern,Miltern,LMI,7
8012355,Leipzig Miltitz,Leipzig Miltitz,LMIZ,6
8012344,Leipzig Miltitzer Allee,Leipzig Miltitzer Allee,LMIA,5
8012358,Miltzow,Miltzow,WMI,6
8004028,Mimberg,Mimberg,NMIM,6
8004030,Mindelaltheim,Mindelaltheim,MMAH,6
8000338,Mindelheim,Mindelheim,MMH,4
8000252,Minden (Westf),Minden (Westf),HM,3
8012362,Mistorf,Mistorf,WMIS,6
8004037,Mittel Gründau,Mittel Gründau,FMGD,6
8010234,Mittelherwigsdorf (Sachs),Mittelherwigsdorf (Sachs),DMHD,6
8012367,Mittelschmalkalden,Mittelschmalkalden,UMSK,7
8004040,Mittelsinn,Mittelsinn,NMSN,6
8004043,Mittenwald,Mittenwald,MMW,4
8004048,Mittlerer Landweg,Mittlerer Landweg,AML,4
8012369,Mittweida,Mittweida,DMW,5
8012370,Mixdorf,Mixdorf,BMX,7
8004049,Mochenwangen,Mochenwangen,TMO,6
8004050,Möckmühl,Möckmühl,TML,5
8012371,Mockrehna,Mockrehna,LMRN,6
8000644,Moers,Moers,KMO,5
8012373,Mögelin,Mögelin,LMGI,7
8004053,Mögglingen (b Gmünd),Mögglingen (b Gmünd),TMOE,6
8012384,Moidentin,Moidentin,WMOI,6
8012375,Leipzig-Mölkau,Leipzig-Mölkau,LMLK,7
8004057,Mölln (Lauenb),Mölln (Lauenb),AMLN,6
8012376,Mölln (Meckl),Mölln (Meckl),WMOE,6
8004060,Espenau-Mönchehof,Espenau-Mönchehof,FMHF,6
8000253,Mönchengladbach Hbf,Mönchengladbach Hbf,KM,2
8001745,Mönchengladbach-Lürrip,Mönchengladbach-Lürrip,KML,6
8004061,Mönchengladbach-Genhausen,Mönchengladbach-Genhausen,KMGE,7
8004063,Mönchengladbach-Rheindahlen,Mönchengladbach-Rheindahlen,KMR,7
8012377,Mönchhagen,Mönchhagen,WMN,6
8004064,Mönchröden,Mönchröden,NMOE,7
8000663,Monsheim,Monsheim,FMSH,5
8000667,Montabaur,Montabaur,FMT,4
8004080,Monzingen,Monzingen,SMON,6
8004084,Moosburg,Moosburg,MMB,4
8004065,Mörfelden,Mörfelden,FMF,4
8012378,Möringen (Altm),Möringen (Altm),LMGN,7
8004066,Mörlenbach,Mörlenbach,RMOE,6
8004090,Morlesau,Morlesau,NMOU,7
8004093,Morsum (Sylt),Morsum (Sylt),AMM,5
8003991,Merzig Stadtmitte,Merzig Stadtmitte,SMZM,6
8004094,Mosbach (Baden),Mosbach (Baden),RMO,5
8012388,Mosel,Mosel,DML,6
8004096,Moselkern,Moselkern,SMK,6
8012381,Möser,Möser,LMOS,6
8004070,Mössingen,Mössingen,TMS,5
8004071,Möttingen,Möttingen,MMTN,6
8012390,Mücheln (Geiseltal),Mücheln (Geiseltal),LMCH,6
8012391,Mücka,Mücka,BMC,7
8004100,Mücke (Hess),Mücke (Hess),FMCK,6
8004101,Müden (Mosel),Müden (Mosel),SMD,6
8004099,Mudersbach,Mudersbach,EMUD,6
8004178,Muggensturm,Muggensturm,RMU,6
8000339,Mühlacker,Mühlacker,TM,3
8012393,Mühlanger,Mühlanger,LMUA,6
8012394,Mühlbach (b Pirna),Mühlbach (b Pirna),DMHL,7
8004104,Mühlen (b Horb),Mühlen (b Horb),TMUE,7
8004105,Mühlen (Oldb),Mühlen (Oldb),HMLN,7
8080980,Mühlenbeck-Mönchmühle,Mühlenbeck-Mönchmühle,BMM,6
8004107,Mühlhausen (b Engen),Mühlhausen (b Engen),RMH,6
8010235,Mühlhausen (Thür),Mühlhausen (Thür),UMH,4
8004111,Mühlheim (b Tuttlingen),Mühlheim (b Tuttlingen),TMUL,7
8004112,Mühlheim (Main),Mühlheim (Main),FMH,4
8004115,Mühlstetten,Mühlstetten,NMST,6
8000534,Muhr am See,Muhr am See,NMS,6
8012407,Mulda (Sachs),Mulda (Sachs),DMUL,6
8012408,Muldenhütten,Muldenhütten,DMH,6
8012409,Muldenstein,Muldenstein,LMD,6
8000259,Mülheim (Ruhr) Hbf,Mülheim (Ruhr) Hbf,EMLR,3
8004122,Mülheim (Ruhr) West,Mülheim (Ruhr) West,EMRW,5
8000687,Mülheim (Ruhr)-Styrum,Mülheim (Ruhr)-Styrum,EMRY,3
8004124,Müllheim im Markgräflerland,Müllheim im Markgräflerland,RML,4
8012400,Müllrose,Müllrose,BMR,6
8003148,Kaisersesch,Kaisersesch,SKAI,6
8004125,Höchst Mümling-Grumbach,Höchst Mümling-Grumbach,FMGR,6
8004126,Münchberg,Münchberg,NMBG,5
8010236,Müncheberg (Mark),Müncheberg (Mark),BMB,6
8004127,Münchehof (Harz),Münchehof (Harz),HMHZ,6
8012401,München (Bad Berka),München (Bad Berka),UMU,7
8004128,München Donnersbergerbrücke,München Donnersbergerbrücke,MMDN,3
8004129,München-Hackerbrücke,München-Hackerbrücke,MHAB,3
8004130,München Harras,München Harras,MHAR,4
8000261,München Hbf,München Hbf,MH,1
8005419,München Heimeranplatz,München Heimeranplatz,MHP,4
8004131,München Isartor,München Isartor,MIT,4
8004132,München Karlsplatz,München Karlsplatz,MKA,3
8004133,München Leienfelsstraße,München Leienfelsstraße,MLEF,5
8004134,München Leuchtenbergring,München Leuchtenbergring,MLEU,4
8004135,München Marienplatz,München Marienplatz,MMP,3
8000262,München Ost,München Ost,MOP,1
8004136,München Rosenheimer Platz,München Rosenheimer Platz,MRP,3
8004138,München St Martin Straße,München St Martin Straße,MMAR,5
8004137,München Siemenswerke,München Siemenswerke,MSW,4
8003256,Kinding (Altmühltal),Kinding (Altmühltal),MKIG,6
8004140,München-Allach,München-Allach,MMAL,4
8004141,München-Aubing,München-Aubing,MMAU,5
8004142,München-Berg am Laim,München-Berg am Laim,MBAL,4
8004143,München-Daglfing,München-Daglfing,MDFG,5
8004144,München-Englschalking,München-Englschalking,MEGS,5
8004145,München-Fasanerie,München-Fasanerie,MFAS,5
8004146,München-Fasangarten,München-Fasangarten,MFG,5
8004147,München-Feldmoching,München-Feldmoching,MFE,4
8004181,München-Freiham,München-Freiham,MFH,4
8004148,München-Giesing,München-Giesing,MGI,3
8004149,München-Johanneskirchen,München-Johanneskirchen,MJK,5
8004150,München-Karlsfeld,München-Karlsfeld,MKF,4
8004151,München-Laim Pbf,München-Laim Pbf,ML,3
8004152,München-Langwied,München-Langwied,MLW,4
8004153,München-Lochhausen,München-Lochhausen,MLO,4
8004154,München-Mittersendling,München-Mittersendling,MMT,4
8004155,München-Moosach,München-Moosach,MMCH,4
8004156,München-Neuaubing,München-Neuaubing,MNA,5
8006696,München-Neuperlach Süd,München-Neuperlach Süd,MNPS,5
8004157,München-Obermenzing,München-Obermenzing,MOZ,4
8004158,München-Pasing,München-Pasing,MP,2
8004159,München-Perlach,München-Perlach,MPER,5
8004160,München-Riem Pbf,München-Riem Pbf,MRI,4
8004161,München-Solln,München-Solln,MSN,5
8004162,München-Trudering,München-Trudering,MTR,5
8004163,München-Westkreuz,München-Westkreuz,MWKR,4
8004165,Münchsmünster,Münchsmünster,MMST,6
8004166,Münchweiler (Rodalb),Münchweiler (Rodalb),SMR,6
8004182,Munderkingen,Munderkingen,TMU,6
8004169,Münnerstadt,Münnerstadt,NMUE,6
8004171,Münster (b Dieburg),Münster (b Dieburg),FMTR,6
8004183,Munster (Örtze),Munster (Örtze),HMS,6
8000263,Münster (Westf) Hbf,Münster Hbf,EMST,2
8004172,Münster-Sarmsheim,Münster-Sarmsheim,SMSA,6
8004184,Murg (Baden),Murg (Baden),RMRG,6
8004174,Mürlenbach,Mürlenbach,SMLB,6
8004185,Murnau,Murnau,MMU,4
8004186,Murnau Ort,Murnau Ort,MUO,7
8004188,Murrhardt,Murrhardt,TMT,5
8004189,Mußbach,Mußbach,RMCH,6
8004177,Müssen,Müssen,AMUE,6
8004191,Nabburg,Nabburg,NNAB,6
8012410,Nachterstedt-Hoym,Nachterstedt-Hoym,LNHM,7
8004193,Nackenheim,Nackenheim,FNAC,5
8004196,Nagold,Nagold,TNA,6
8004198,Naila,Naila,NNIL,6
8004199,Namborn,Namborn,SNAB,6
8004200,Namedy,Namedy,KNAM,6
8004204,Mammendorf,Mammendorf,MMAM,4
8010238,Narsdorf,Narsdorf,LNA,6
8012412,Nassau (Erzgeb),Nassau (Erzgeb),DNA,7
8004206,Nassau (Lahn),Nassau (Lahn),FNAS,6
8004207,Nassenbeuren,Nassenbeuren,MNBN,7
8012413,Nassenheide,Nassenheide,WNAS,6
8004208,Natrup-Hagen,Natrup-Hagen,HNAH,6
8010239,Nauen,Nauen,BNAU,3
8012414,Nauendorf (Saalkr),Nauendorf (Saalkr),LNAU,7
8004210,Nauheim (b Groß Gerau),Nauheim (b Groß Gerau),FNU,6
8010240,Naumburg (Saale) Hbf,Naumburg (Saale) Hbf,UNM,3
8012416,Naunhof,Naunhof,LNH,6
8012417,Nebra,Nebra,UNE,6
8012418,Nechlin,Nechlin,WNL,7
8004215,Neckarburken,Neckarburken,RNB,6
8000264,Mosbach-Neckarelz,Mosbach-Neckarelz,RNZ,3
8000265,Neckargemünd,Neckargemünd,RNM,3
8004216,Neckargerach,Neckargerach,RNA,5
8004218,Neckarhausen bei Neckarsteinach,Neckarhausen bei Neckarsteinach,RNH,6
8004219,Neckarsteinach,Neckarsteinach,RNT,4
8004220,Neckarsulm,Neckarsulm,TN,4
8004222,Neckarzimmern,Neckarzimmern,RNEZ,6
8004223,Neef,Neef,SNF,6
8004227,Neetzendorf,Neetzendorf,ANEZ,7
8012421,Neetzka,Neetzka,WNA,7
8004228,Arnsberg-Neheim-Hüsten,Arnsberg-Neheim-Hüsten,ENHH,5
8004229,Nehren,Nehren,TNEH,6
8012423,Neinstedt,Neinstedt,LNI,7
8004233,Nellmersbach,Nellmersbach,TNL,5
8012424,Nemsdorf-Göhrendorf,Nemsdorf-Göhrendorf,LNDG,7
8004235,Nendingen (b Tuttlingen),Nendingen (b Tuttlingen),TNED,7
8012425,Nennhausen,Nennhausen,LNS,6
8004236,Nennig,Nennig,SNE,6
8004239,Nersingen,Nersingen,MNSG,5
8005713,Steinweiler,Steinweiler,RSTE,6
8004240,Nesselwang,Nesselwang,MNEW,6
8004241,Nettelnburg,Nettelnburg,ANTB,4
8004242,Nettersheim,Nettersheim,KNEH,6
8012428,Netzeband,Netzeband,WNED,7
8012430,Netzschkau,Netzschkau,DNZU,6
